"Reef","Site","Plot","Colony","Habitat","Depth","Cross_shelf","Taxa","Days_2022c","Area_cm_2021","Area_cm_2022","log_2021","log_2022","log10_2021","log10_2022","Note_2021","Note_2022"
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","OCDA_BA2S_P3_1037","BA_S","Shallow","offshore","Atab",0,789.18032,1288.21409,6.67099483719283,7.16101211179556,2.89717624659793,3.10998804499516,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","OCDA_BA2S_P3_1038","BA_S","Shallow","offshore","Plat",0,239.05358,223.42181,5.47668771090643,5.4090615094437,2.37849525195401,2.34912556582667,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","OCDA_BA2S_P3_1039","BA_S","Shallow","offshore","Pver",0,332.49954,349.22187,5.80663847663631,5.85570745087032,2.52179104881025,2.54310143355274,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","OCDA_BA2S_P3_1040","BA_S","Shallow","offshore","Atab",0,827.32891,647.1946,6.71820233058739,6.47264702207536,2.91767820048367,2.81103488499484,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","OCDA_BA2S_P3_1041","BA_S","Shallow","offshore","Acor",0,96.09186,215.57407,4.56530460895479,5.37330456278525,1.98268659987655,2.3335965212032,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","OCDA_BA2S_P3_1042","BA_S","Shallow","offshore","Acor",0,598.82071,746.46891,6.39496223778574,6.61535396842274,2.77729681185002,2.87301172432277,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","OCDA_BA2S_P3_1043","BA_S","Shallow","offshore","Lobo_sp",0,134.17242,141.9847,4.89912568925868,4.95571930531732,2.12766325299551,2.15224154816073,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","OCDA_BA2S_P3_1044","BA_S","Shallow","offshore","Pmas",0,243.5633,217.85986,5.49537686767141,5.38385201203957,2.38661184960847,2.33817722021251,"pm",NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","OCDA_BA2S_P3_1045","BA_S","Shallow","offshore","Adgt",0,105.87808,156.7149,4.66228824345818,5.05442823099346,2.02480605717629,2.19511028989647,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","OCDA_BA2S_P3_1046","BA_S","Shallow","offshore","Plat",0,77.10582,90.23793,4.34517876410165,4.50244984865686,1.88708716013254,1.95538912431781,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","OCDA_BA2S_P3_1047","BA_S","Shallow","offshore","Menc",0,52.66888,43.09286,3.96402476879227,3.76335732213346,1.7215540832143,1.63440531843276,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1048","BA_S","Shallow","offshore","Shys",0,48.02554,121.78818,3.87173295273508,4.80228330623171,1.68147225677583,2.08560514043254,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1049","BA_S","Shallow","offshore","Acor",0,252.43927,322.28266,5.53117070493559,5.77542898656738,2.40215691561845,2.5082369394903,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1050","BA_S","Shallow","offshore","Pdam",0,150.97338,180.51035,5.01710352988304,5.19578811684924,2.17890037816553,2.25650210828611,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1051","BA_S","Shallow","offshore","Pdam",0,379.22077,379.47975,5.93811854208762,5.93880123572821,2.57889211571604,2.57918860579698,NA,"pm"
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1052","BA_S","Shallow","offshore","Plat",0,166.62665,184.4567,5.11575568092546,5.21741474759008,2.22174446299114,2.26589443467902,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1053","BA_S","Shallow","offshore","Acor",0,248.7502,476.88814,5.51644918005848,6.16728195604967,2.39576343859912,2.67841652185386,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1054","BA_S","Shallow","offshore","Menc",0,75.33685,76.34211,4.32196939093056,4.33522468644259,1.8770074574359,1.88276415913277,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1055","BA_S","Shallow","offshore","Lobo_sp",0,364.69715,336.62625,5.89906728314193,5.81897326445573,2.56193236944455,2.52714797909567,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1056","BA_S","Shallow","offshore","Plat",0,99.86688,108.51571,4.60383809915425,4.6868949551258,1.99942148203865,2.03549261627132,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1057","BA_S","Shallow","offshore","Pmas",0,820.34701,660.20611,6.70972743366849,6.49255207414755,2.91399759951709,2.81967953927179,"pm",NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1058","BA_S","Shallow","offshore","Pver",0,213.35325,252.34746,5.36294924270289,5.53080694735024,2.32909926283309,2.40199893770638,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1059","BA_S","Shallow","offshore","Pmas",0,615.64311,598.77678,6.42266742875256,6.39488887423849,2.78932902340698,2.77726495046628,"pm",NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1060","BA_S","Shallow","offshore","Pmas",0,364.49272,276.65828,5.8985065786841,5.62278309841007,2.56168885859253,2.44194367257836,"pm",NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1061","BA_S","Shallow","offshore","Adgt",0,397.36971,365.77497,5.98486710677998,5.90201830824659,2.59919475939882,2.56321398336346,NA,"o"
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1062","BA_S","Shallow","offshore","Menc",0,920.83433,834.19606,6.82528013951025,6.7264684586637,2.96418150203316,2.92126813429392,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1063","BA_S","Shallow","offshore","Pmas",0,5254.9927,5504.46223,8.5669338941569,8.61331435682827,3.72057211706228,3.74071489606858,"pm",NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1064","BA_S","Shallow","offshore","Menc",0,342.88864,295.85954,5.83740572972791,5.68988481467345,2.53515309705125,2.47108557767779,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1065","BA_S","Shallow","offshore","Lobo_sp",0,109.96356,116.19536,4.70014903818221,4.75527291246736,2.04124879140541,2.06518878582858,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1066","BA_S","Shallow","offshore","Gspp",0,32.50101,34.98343,3.48127116577589,3.5548745208153,1.51189685730537,1.54386238824855,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1067","BA_S","Shallow","offshore","Gspp",0,49.46522,56.62495,3.9012697963545,4.0364497008006,1.69429994497258,1.75300783153773,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1068","BA_S","Shallow","offshore","Gspp",0,100.27786,106.75664,4.60794493281508,4.67055185157946,2.00120505723564,2.02839489658397,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1069","BA_S","Shallow","offshore","Pmas",0,90.16914,84.76841,4.50168723992613,4.4399229498088,1.9550579275542,1.92823403717757,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1070","BA_S","Shallow","offshore","Pmas",0,314.67842,328.4857,5.75155122847475,5.79449330577472,2.49786696091045,2.51651646812329,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1071","BA_S","Shallow","offshore","Menc",0,906.53795,678.02302,6.80963289363191,6.51918124016637,2.95738598949121,2.83124443913145,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1072","BA_S","Shallow","offshore","Menc",0,665.07019,550.8692,6.49989258395814,6.31149739440239,2.82286748217689,2.74104849093571,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1073","BA_S","Shallow","offshore","Menc",0,68.01455,88.9885,4.2197216528759,4.48850714790021,1.83260182901167,1.94933388631637,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1074","BA_S","Shallow","offshore","Gspp",0,52.09529,48.1818,3.9530745416017,3.87498135638924,1.71679845996984,1.68288302055782,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1075","BA_S","Shallow","offshore","Acor",0,273.21273,358.42377,5.61025072251152,5.88171600144618,2.43650093088048,2.55439680355013,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1076","BA_S","Shallow","offshore","Lobo_sp",0,92.49843,97.57753,4.52719167140136,4.58064724150327,1.96613436140797,1.98934982053022,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1077","BA_S","Shallow","offshore","Pdam",0,50.36029,104.08913,3.91920296769809,4.64524755134085,1.70208822233013,2.01740537862192,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1078","BA_S","Shallow","offshore","Plat",0,153.34107,175.12561,5.03266465606388,5.16550348787737,2.18565848939807,2.24334966103714,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1079","BA_S","Shallow","offshore","Spis",0,25.7542,62.32101,3.24859772060539,4.13229860810639,1.4108480639824,1.79463448307709,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1080","BA_S","Shallow","offshore","Acor",0,89.37892,153.4972,4.4928848601922,5.03368232581854,1.95123510260814,2.18610045775692,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1081","BA_S","Shallow","offshore","Pdam",0,30.17903,51.79754,3.4071473123328,3.94734265779024,1.47970527677763,1.71430913445962,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1082","BA_S","Shallow","offshore","Gspp",0,65.3256,79.25811,4.1793839962095,4.37270974190644,1.81508340730855,1.89904371187456,"o",NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1083","BA_S","Shallow","offshore","Plat",0,57.66089,62.72737,4.05457912740157,4.13879787551637,1.76088134147061,1.79745707904966,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1084","BA_S","Shallow","offshore","Lobo_sp",0,287.95562,233.38363,5.66280637103953,5.45268358028905,2.45932555902905,2.368070390484,NA,NA
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","OCDA_BA2S_P4_1085","BA_S","Shallow","offshore","Lobo_sp",0,114.82351,103.19505,4.74339625385943,4.63662088678082,2.06003081853171,2.01365886580627,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","OCDA_FL1D_P1_1086","FL_D","Deep","offshore","Adgt",0,136.85157,57.21551,4.91889690783593,4.04682501547635,2.13624978412411,1.75751377344942,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","OCDA_FL1D_P1_1087","FL_D","Deep","offshore","Pdam",0,380.79637,490.80099,5.94226477030875,6.19603872994964,2.58069279975318,2.69090543007596,NA,"pm"
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","OCDA_FL1D_P1_1088","FL_D","Deep","offshore","Lobo_sp",0,119.82335,61.73872,4.78601857486952,4.12291128675674,2.0785414573523,1.79055762121509,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","OCDA_FL1D_P1_1089","FL_D","Deep","offshore","Spis",0,20.27247,23.56765,3.00926380799826,3.15987500896506,1.30690666640481,1.37231627989751,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","OCDA_FL1D_P1_1090","FL_D","Deep","offshore","Spis",0,105.92263,127.6208,4.66270892194086,4.84906336703049,2.02498875551998,2.10592146270054,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","OCDA_FL1D_P1_1091","FL_D","Deep","offshore","Spis",0,46.35761,49.39943,3.83638546407966,3.89993888566577,1.66612103750364,1.69372193780456,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","OCDA_FL1D_P1_1092","FL_D","Deep","offshore","Pmas",0,289.79862,393.04136,5.66918626797048,5.97391484806202,2.46209631306127,2.59443825387324,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","OCDA_FL1D_P1_1093","FL_D","Deep","offshore","Pmas",0,232.51895,221.47298,5.44897172708237,5.40030059558826,2.36645835311871,2.34532074928282,"pm","pm"
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","OCDA_FL1D_P1_1094","FL_D","Deep","offshore","Pver",0,239.50668,306.79255,5.47858130790251,5.7261717862778,2.37931763068036,2.48684480921053,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","OCDA_FL1D_P1_1095","FL_D","Deep","offshore","Pmas",0,127.90544,137.27674,4.85129124090937,4.92199888837144,2.10688901603252,2.13759695715366,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","OCDA_FL1D_P1_1096","FL_D","Deep","offshore","Pmas",0,177.30006,192.94932,5.17784355148958,5.26242756374834,2.24870888257026,2.28544325235148,NA,"pm"
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","OCDA_FL1D_P1_1097","FL_D","Deep","offshore","Pver",0,413.36796,443.32509,6.02433814061566,6.09430333838986,2.61633681158868,2.64672231090728,NA,"pm"
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","OCDA_FL1D_P1_1098","FL_D","Deep","offshore","Pmas",0,345.35001,318.68639,5.84455842449111,5.76420751577342,2.53825947291765,2.50336351664565,NA,"o"
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","OCDA_FL1D_P1_1099","FL_D","Deep","offshore","Gspp",0,45.29284,45.08542,3.81314896260146,3.80855891264542,1.65602955313292,1.65403611976535,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","OCDA_FL1D_P1_1100","FL_D","Deep","offshore","Menc",0,49.03022,37.66959,3.89243684270182,3.62885313765215,1.69046384194232,1.57599089331963,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","OCDA_FL1D_P1_1101","FL_D","Deep","offshore","Spis",0,295.84472,369.09012,5.68983472208158,5.91104084186409,2.47106382274155,2.56713241992633,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","OCDA_FL1D_P1_1102","FL_D","Deep","offshore","Pmas",0,181.36217,201.21609,5.20049597127988,5.30437940520707,2.25854670348694,2.30366270560268,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","OCDA_FL1D_P1_1103","FL_D","Deep","offshore","Pmas",0,288.60483,292.86626,5.66505838216646,5.67971605429988,2.46030359503466,2.46666934115975,"pm",NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","OCDA_FL1D_P1_1104","FL_D","Deep","offshore","Pmas",0,393.40119,402.70022,5.97482993086142,5.99819241416965,2.5948356692835,2.60498186686782,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","OCDA_FL1D_P1_1105","FL_D","Deep","offshore","Lobo_sp",0,112.52931,110.49333,4.72321372104489,4.704955157145,2.05126565589952,2.04333606235032,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","OCDA_FL1D_P1_1106","FL_D","Deep","offshore","Pver",0,464.27422,539.335,6.14047536903893,6.29033689918041,2.66677456903644,2.73185860462646,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","OCDA_FL1D_P1_1107","FL_D","Deep","offshore","Lobo_sp",0,46.49286,48.6738,3.83929875241645,3.88514089764158,1.6673862625525,1.68729525326238,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","OCDA_FL1D_P1_1108","FL_D","Deep","offshore","Pdam",0,100.38008,125.15806,4.60896378119798,4.82957741852076,2.00164753746623,2.09745882278812,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1109","FL_D","Deep","offshore","Acor",0,271.30009,271.30009,5.60322555140092,5.60322555140092,2.43344993783272,2.43344993783272,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1110","FL_D","Deep","offshore","Menc",0,189.79285,189.79285,5.24593321423337,5.24593321423337,2.27827984737454,2.27827984737454,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1111","FL_D","Deep","offshore","Pdam",0,1212.80414,1212.80414,7.10069042847067,7.10069042847067,3.08379067078805,3.08379067078805,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1112","FL_D","Deep","offshore","Pmas",0,171.72494,171.72494,5.14589401070405,5.14589401070405,2.23483337330776,2.23483337330776,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1113","FL_D","Deep","offshore","Spis",0,423.52247,423.52247,6.04860657053583,6.04860657053583,2.62687645678746,2.62687645678746,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1114","FL_D","Deep","offshore","Pmas",0,556.80889,556.80889,6.32222207512838,6.32222207512838,2.74570616059518,2.74570616059518,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1115","FL_D","Deep","offshore","Lobo_sp",0,61.3893,61.3893,4.11723555286584,4.11723555286584,1.78809268130552,1.78809268130552,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1116","FL_D","Deep","offshore","Abra",0,330.24692,330.24692,5.79984061709097,5.79984061709097,2.51883877592096,2.51883877592096,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1117","FL_D","Deep","offshore","Pdam",0,272.5691,272.5691,5.60789215993949,5.60789215993949,2.43547662017023,2.43547662017023,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1118","FL_D","Deep","offshore","Menc",0,93.00355,93.00355,4.53263766446773,4.53263766446773,1.96849952614518,1.96849952614518,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1119","FL_D","Deep","offshore","Pdam",0,393.38983,393.38983,5.97480105407022,5.97480105407022,2.59482312825243,2.59482312825243,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1120","FL_D","Deep","offshore","Pver",0,149.50522,149.50522,5.00733130860914,5.00733130860914,2.17465635639034,2.17465635639034,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1121","FL_D","Deep","offshore","Spis",0,123.5942,123.5942,4.81700361835621,4.81700361835621,2.0919980907601,2.0919980907601,"pm","pm"
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1122","FL_D","Deep","offshore","Abra",0,75.23283,75.23283,4.32058770483615,4.32058770483615,1.87640739878937,1.87640739878937,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1123","FL_D","Deep","offshore","Pdam",0,413.2637,413.2637,6.02408588799675,6.02408588799675,2.61622725966824,2.61622725966824,"pm","pm"
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1124","FL_D","Deep","offshore","Lobo_sp",0,142.37397,142.37397,4.95845718732502,4.95845718732502,2.15343059520878,2.15343059520878,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1125","FL_D","Deep","offshore","Lobo_sp",0,97.95627,97.95627,4.584521154593,4.584521154593,1.99103223960847,1.99103223960847,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1126","FL_D","Deep","offshore","Menc",0,42.50681,42.50681,3.74966429838819,3.74966429838819,1.62845851377962,1.62845851377962,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1127","FL_D","Deep","offshore","Menc",0,29.16828,29.16828,3.37308181745139,3.37308181745139,1.46491082032733,1.46491082032733,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1128","FL_D","Deep","offshore","Pmas",0,46.95801,46.95801,3.8492537981313,3.8492537981313,1.67170968397356,1.67170968397356,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1129","FL_D","Deep","offshore","Lobo_sp",0,291.18977,291.18977,5.67397518521094,5.67397518521094,2.46417611339309,2.46417611339309,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1130","FL_D","Deep","offshore","Pmas",0,432.54803,432.54803,6.06969337222924,6.06969337222924,2.6360343384039,2.6360343384039,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1131","FL_D","Deep","offshore","Pmas",0,228.64964,228.64964,5.43219087564404,5.43219087564404,2.3591705219374,2.3591705219374,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1132","FL_D","Deep","offshore","Pdam",0,552.66694,552.66694,6.31475554159878,6.31475554159878,2.74246348628433,2.74246348628433,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1133","FL_D","Deep","offshore","Pmas",0,202.6786,202.6786,5.31162147314355,5.31162147314355,2.30680789574507,2.30680789574507,"pm","pm"
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1134","FL_D","Deep","offshore","Pmas",0,940.09119,940.09119,6.84597688119712,6.84597688119712,2.97316998274114,2.97316998274114,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1135","FL_D","Deep","offshore","Spis",0,57.64579,57.64579,4.05431721716209,4.05431721716209,1.76076759529884,1.76076759529884,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1136","FL_D","Deep","offshore","Pver",0,142.0203,142.0203,4.95597000513026,4.95597000513026,2.1523504257061,2.1523504257061,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1137","FL_D","Deep","offshore","Pdam",0,261.83393,261.83393,5.56771044782828,5.56771044782828,2.4180259243269,2.4180259243269,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1138","FL_D","Deep","offshore","Pdam",0,134.17694,134.17694,4.89915937668764,4.89915937668764,2.12767788326002,2.12767788326002,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1139","FL_D","Deep","offshore","Pmas",0,250.23482,250.23482,5.52239975701482,5.52239975701482,2.39834774133539,2.39834774133539,"pm","pm"
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1140","FL_D","Deep","offshore","Abra",0,439.22287,439.22287,6.08500696078862,6.08500696078862,2.64268494541338,2.64268494541338,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1141","FL_D","Deep","offshore","Spis",0,215.43313,215.43313,5.37265055976616,5.37265055976616,2.33331249130086,2.33331249130086,"pm","pm"
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1142","FL_D","Deep","offshore","Pdam",0,163.50582,163.50582,5.09684858603405,5.09684858603405,2.21353321601098,2.21353321601098,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1143","FL_D","Deep","offshore","Pmas",0,467.35816,467.35816,6.14709590162381,6.14709590162381,2.66964982980531,2.66964982980531,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1144","FL_D","Deep","offshore","Spis",0,159.09506,159.09506,5.06950188520739,5.06950188520739,2.2016566947437,2.2016566947437,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1145","FL_D","Deep","offshore","Pmas",0,453.74119,453.74119,6.11752696941261,6.11752696941261,2.65680820571022,2.65680820571022,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","OCDA_FL1D_P2_1146","FL_D","Deep","offshore","Pver",0,533.44404,533.44404,6.27935417301905,6.27935417301905,2.72708886725833,2.72708886725833,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","OCDA_FL1D_P3_1147","FL_D","Deep","offshore","Spis",0,181.84172,141.88274,5.20313663836449,4.95500094181367,2.25969353063033,2.15192956685509,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","OCDA_FL1D_P3_1148","FL_D","Deep","offshore","Acor",0,47.7087,58.6545,3.86511377120038,4.07166429849888,1.67859758276059,1.76830133700054,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","OCDA_FL1D_P3_1149","FL_D","Deep","offshore","Spis",0,101.36095,68.38201,4.61868790850251,4.22510977833896,2.00587067229591,1.83494186216808,NA,"pm"
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","OCDA_FL1D_P3_1150","FL_D","Deep","offshore","Lobo_sp",0,84.73087,87.82585,4.43947999806749,4.47535587644266,1.92804166568057,1.94362236169234,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","OCDA_FL1D_P3_1151","FL_D","Deep","offshore","Lobo_sp",0,227.1408,205.34979,5.42557008951418,5.32471481775778,2.35629515105534,2.31249426306068,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","OCDA_FL1D_P3_1152","FL_D","Deep","offshore","Lobo_sp",0,106.33786,121.97758,4.66662138374355,4.80383725735359,2.02668791609154,2.08628001282991,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","OCDA_FL1D_P3_1153","FL_D","Deep","offshore","Lobo_sp",0,576.64319,620.70654,6.35722368701234,6.43085840985516,2.76090716749411,2.79288632130122,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","OCDA_FL1D_P3_1154","FL_D","Deep","offshore","Pdam",0,603.40185,829.92448,6.40258339267982,6.72133470869918,2.78060663736625,2.91903857501286,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","OCDA_FL1D_P3_1155","FL_D","Deep","offshore","Lobo_sp",0,148.67807,154.9977,5.00178336444622,5.04341027809947,2.17224691485448,2.19032525375275,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","OCDA_FL1D_P3_1156","FL_D","Deep","offshore","Pdam",0,132.75769,183.9366,4.88852558688117,5.21459113301536,2.12305968702535,2.2646681544502,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","OCDA_FL1D_P3_1157","FL_D","Deep","offshore","Spis",0,277.92267,311.81369,5.62734290952782,5.74240586201005,2.44392397338532,2.49389517871985,NA,NA
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","OCDA_FL1D_P3_1158","FL_D","Deep","offshore","Plat",0,53.24338,52.37826,3.97487347761243,3.95849161974201,1.72626561759067,1.71915106711422,NA,NA
